50,1,600.0,0.5122557726465364,0.0,8450,4326,4119,3531,795,403,0.0,0.0,0.9960351175304446,-1,0.0,0.0,0.0,0.0,0.0,NaN,1.0,1.0,-1
50,1,1200.0,0.7570171265461465,0.0,8450,6365,2043,5167,1198,617,0.0,0.0,0.9990323204954519,-1,0.0,0.0,0.0,0.0,0.0,NaN,1.0,1.0,-1
50,1,2400.0,0.9324471299093655,0.0,8450,7716,559,6327,1389,760,0.0,0.0,0.9996838944207366,-1,0.0,0.0,0.0,0.0,0.0,NaN,1.0,1.0,-1
50,1,3600.0,0.9876992594452115,0.0,8427,7869,98,6522,1347,778,0.0,0.0,1.0,-1,0.0,0.0,0.0,0.0,0.0,NaN,1.0,1.0,-1
50,1,7200.0,1.0,0.0,8427,7639,0,6590,1049,786,0.0,0.0,1.0,-1,0.0,0.0,0.0,0.0,0.0,NaN,1.0,1.0,-1
50,2,600.0,0.6175787728026534,0.0,8618,5586,3459,4166,1420,611,0.0,0.0,0.9990398463754201,-1,0.0,0.0,0.0,0.0,0.0,NaN,1.3551554828150574,0.6775777414075287,-1
50,2,1200.0,0.8713500700355565,0.0,8618,8087,1194,6121,1966,778,0.0,0.0,0.9993465120078419,-1,0.0,0.0,0.0,0.0,0.0,NaN,1.6105398457583548,0.8052699228791774,-1
50,2,2400.0,0.9856657464429815,0.0,8618,9283,135,7070,2213,846,0.0,0.0,1.0,-1,0.0,0.0,0.0,0.0,0.0,NaN,1.8179669030732861,0.9089834515366431,-1
50,2,3600.0,0.9900067370312149,0.0,8586,8817,89,6671,2146,800,0.0,0.0,1.1257682506370859,-1,0.0,0.0,0.0,0.0,0.0,NaN,1.965,0.9825,-1
50,2,7200.0,1.0,0.0,8586,8588,0,6737,1851,806,0.0,0.0,1.127504824105685,-1,0.0,0.0,0.0,0.0,0.0,NaN,1.9826302729528535,0.9913151364764268,-1
50,3,600.0,0.6403971455165994,0.0,8804,6192,3477,4280,1912,645,0.0,0.0,1.0046728971962617,-1,0.0,0.0,0.0,0.0,0.0,NaN,1.9906976744186047,0.6635658914728683,-1
50,3,1200.0,0.8799721559268099,0.0,8804,8849,1207,6227,2622,802,0.0,0.0,1.0261763288903163,-1,0.0,0.0,0.0,0.0,0.0,NaN,2.3503740648379052,0.7834580216126351,-1
50,3,2400.0,0.9858991694031293,0.0,8804,10208,146,7190,3018,863,0.0,0.0,1.0447844228094576,-1,0.0,0.0,0.0,0.0,0.0,NaN,2.690614136732329,0.8968713789107764,-1
50,3,3600.0,0.9911823647294589,0.0,8802,9892,88,6891,3001,822,0.0,0.0,1.022638223770135,-1,0.0,0.0,0.0,0.0,0.0,NaN,2.9416058394160585,0.9805352798053528,-1
50,3,7200.0,1.0,0.0,8802,9663,0,6954,2709,833,0.0,0.0,1.0235835490365257,-1,0.0,0.0,0.0,0.0,0.0,NaN,2.9411764705882355,0.9803921568627452,-1
50,4,600.0,0.6563110590074248,0.0,8875,6718,3518,4317,2401,670,0.0,0.0,0.9979152189020153,-1,0.0,0.0,0.0,0.0,0.0,NaN,2.6059701492537313,0.6514925373134328,-1
50,4,1200.0,0.8897099575096988,0.0,8875,9632,1194,6300,3332,813,0.0,0.0,1.0026984126984126,-1,0.0,0.0,0.0,0.0,0.0,NaN,3.17220172201722,0.793050430504305,-1
50,4,2400.0,0.9861922464152948,0.0,8875,11142,156,7256,3886,877,0.0,0.0,1.006890848952591,-1,0.0,0.0,0.0,0.0,0.0,NaN,3.6168757126567845,0.9042189281641961,-1
50,4,3600.0,0.9971666371524703,0.0,8875,11262,32,7370,3892,882,0.0,0.0,1.005156037991859,-1,0.0,0.0,0.0,0.0,0.0,NaN,3.727891156462585,0.9319727891156463,-1
50,4,7200.0,1.0,0.0,8875,11025,0,7419,3606,882,0.0,0.0,1.0055263512602777,-1,0.0,0.0,0.0,0.0,0.0,NaN,3.7845804988662133,0.9461451247165533,-1
50,5,600.0,0.6829223238200794,0.0,9131,7394,3433,4543,2851,772,0.0,0.0,0.9997798811358133,-1,0.0,0.0,0.0,0.0,0.0,NaN,2.711139896373057,0.5422279792746114,-1
50,5,1200.0,0.9179700782046922,0.0,9131,10799,965,6781,4018,886,0.0,0.0,1.0,-1,0.0,0.0,0.0,0.0,0.0,NaN,3.600451467268623,0.7200902934537246,-1
50,5,2400.0,0.9927436910424897,0.0,9131,12313,90,7652,4661,906,0.0,0.0,1.0001306847882907,-1,0.0,0.0,0.0,0.0,0.0,NaN,4.336644591611479,0.8673289183222957,-1
50,5,3600.0,0.9987190777359699,0.0,9131,12475,16,7739,4736,907,0.0,0.0,1.0,-1,0.0,0.0,0.0,0.0,0.0,NaN,4.545755237045204,0.9091510474090407,-1
50,5,7200.0,1.0,0.0,9131,12221,0,7759,4462,907,0.0,0.0,1.0003866477638872,-1,0.0,0.0,0.0,0.0,0.0,NaN,4.616317530319735,0.923263506063947,-1
