125,200.0,1.0,0.9739669567055342,40505,40512,0,28387,12125,12112,0.0,0.0,0.030683059146792546,-1
150,200.0,1.0,0.9795554423285141,45072,45098,0,31402,13696,13667,0.0,0.0,0.026686198331316476,-1
1,500.0,0.07463626990491465,0.0,18241,1303,16155,919,384,384,0.0,0.0,0.998911860718172,-1
2,500.0,0.24938624036540108,0.22354892205638474,18200,4368,13147,3015,1353,1351,0.0,0.0,0.7744610281923715,-1
3,500.0,0.2786417543074513,0.36277330264672036,18543,4981,12895,3476,1505,1502,0.0,0.0,0.6334867663981588,-1
4,500.0,0.45026119817717014,0.4531057540031673,18566,8102,9892,5683,2419,2417,0.0,0.0,0.5453105754003167,-1
5,500.0,0.5352213757314784,0.5366992558003794,18701,9695,8419,6853,2842,2840,0.0,0.0,0.46038231431489857,-1
10,500.0,0.769882084047582,0.6903749516814843,19736,14821,4430,10348,4473,4469,0.0,0.0,0.30904522613065327,-1
15,500.0,0.889657861389999,0.7827968836074605,20843,18254,2264,12707,5547,5545,0.0,0.0,0.21728181317384118,-1
20,500.0,0.9621903520208605,0.8369393502300982,21727,20664,812,14559,6105,6102,0.0,0.0,0.1633353939144172,-1
25,500.0,0.9899211610822434,0.8736124634858812,22494,22099,225,15405,6694,6693,0.0,0.0,0.12664719246997727,-1
40,500.0,1.0,0.9107435217072207,25309,25270,0,17713,7557,7556,0.0,0.0,0.09128888387060351,-1
45,500.0,1.0,0.9179919100127445,25837,25798,0,18047,7751,7748,0.0,0.0,0.08344877264919377,-1
50,500.0,1.0,0.9214353965389107,26875,26824,0,18838,7986,7983,0.0,0.0,0.08031638178150546,-1
75,500.0,1.0,0.95039637599094,31584,31566,0,22075,9491,9486,0.0,0.0,0.05218573046432616,-1
100,500.0,1.0,0.9657407041530012,36145,36151,0,25307,10844,10833,0.0,0.0,0.0370253289603667,-1
125,500.0,1.0,0.9744912280701754,40494,40495,0,28500,11995,11988,0.0,0.0,0.030736842105263156,-1
150,500.0,1.0,0.978076379066478,44592,44609,0,31108,13501,13477,0.0,0.0,0.027999228494277998,-1
