553300.1419;4183183.2309;300
553377.0015;4183156.8780;300
548773.0124;4174961.3044;300
553377.0015;4183156.8780;300
548752.6372;4174993.9148;300
548765.8216;4174985.0056;300
553299.1289;4183190.1035;300
553299.1289;4183190.1035;300
548773.0124;4174961.3044;300
548766.7793;4174987.0084;300
548758.6536;4174989.9561;300
553299.1289;4183190.1035;300
553299.1289;4183190.1035;300
548773.0006;4174963.3014;300
552656.3308;4174069.4741;300
552674.4878;4174069.5899;300
553946.0412;4174125.6218;300
553965.7915;4174192.1008;300
553957.2407;4174273.1516;300
546479.2412;4182042.0133;300
549289.5093;4174498.0414;300
553876.3993;4174302.4699;300
552324.3818;4183464.5635;300
546046.7216;4179912.0698;300
553177.8763;4182524.1481;300
553073.7071;4182620.0061;300
553543.6295;4181782.7921;300
553518.3374;4181785.6235;300
553381.1661;4181944.1743;300
553408.6965;4181894.8673;300
553137.2535;4182187.6945;300
553134.5661;4182167.4835;300
553244.0527;4182080.9808;300
553271.5753;4182032.6718;300
552997.4605;4182304.2940;300
552714.1753;4182580.7484;300
552772.2536;4182531.5239;300
553654.2488;4181672.5579;300
553655.4537;4181649.8201;300
553740.4131;4180762.2970;300
552587.2851;4175775.3774;300
552584.7960;4175764.9320;300
552216.1603;4175654.4118;300
552198.6268;4175639.8770;300
549387.4502;4176041.0839;300
545585.2451;4182669.3344;300
548800.3127;4183504.0491;300
552726.3598;4183606.4875;300
552657.8624;4184033.1123;300
552641.5237;4184123.7685;300
552688.0573;4183854.6690;300
552755.8281;4183445.6816;300
552010.6075;4184465.4901;300
547399.4885;4181253.5026;300
547380.3763;4181238.5250;300
547187.5888;4181240.4139;300
547214.8741;4181227.6998;300
547022.0871;4181229.4816;300
547002.9741;4181214.5049;300
546834.3981;4181217.5389;300
546815.2848;4181202.5625;300
546645.7405;4181205.4839;300
546626.6268;4181190.5081;300
546435.6719;4181179.6654;300
546165.4167;4181175.9272;300
546146.3021;4181160.9524;300
545976.7569;4181163.9985;300
545957.6419;4181149.0242;300
545788.0090;4181151.9628;300
545768.9818;4181136.9894;300
545600.1377;4181140.6019;300
545580.2331;4181124.9584;300
545387.4446;4181126.7786;300
545414.8155;4181114.0590;300
545128.1771;4181110.4864;300
545109.0605;4181095.5140;300
544916.2716;4181097.3452;300
544920.3982;4181083.4987;300
544750.7647;4181086.4586;300
544731.6473;4181071.4872;300
544542.9841;4181059.4805;300
544509.6314;4181071.1721;300
544278.5314;4181056.9451;300
544259.5012;4181041.9752;300
543997.0735;4181039.4597;300
543977.9547;4181024.4901;300
543713.5063;4181020.9743;300
543694.3869;4181006.0053;300
547654.0312;4181263.1820;300
543124.2594;4180984.8045;300
546477.2540;4181192.6595;300
546461.1173;4181180.6966;300
548876.5147;4183941.1033;300
548837.8132;4184172.5446;300
548842.0036;4184148.8254;300
548894.2872;4183839.2426;300
548825.1947;4184251.6906;300
548859.6991;4184044.9669;300
552758.5049;4183632.4350;300
552947.1300;4183681.0239;300
553016.5088;4183694.3412;300
552264.3201;4183550.2824;300
552474.0788;4183585.2362;300
549617.0868;4183123.3688;300
549631.5761;4183115.1347;300
552092.9006;4183522.5666;300
553331.4877;4182666.6085;300
553117.8102;4182881.0331;300
548974.0866;4184173.3545;300
549982.2738;4184345.9586;300
551572.7175;4184608.4165;300
550775.0140;4184488.9502;300
549070.2937;4184190.6817;300
551864.2255;4184658.4032;300
550119.0558;4176749.2678;300
553814.4498;4180160.5217;300
553797.2766;4180092.7276;300
553797.3654;4180092.6172;300
553782.2936;4180229.1032;300
553848.9340;4179735.7933;300
553831.8036;4179661.3422;300
553865.7714;4179450.7517;300
553844.7764;4179428.4238;300
553889.6928;4179160.2090;300
553868.6537;4179144.5379;300
553918.7995;4178885.2338;300
553901.6388;4178815.2207;300
553941.7995;4178601.3426;300
553924.6021;4178536.8769;300
553957.8344;4178291.5538;300
553613.3659;4176285.8197;300
553436.2675;4181500.0493;300
553376.5821;4175550.8838;300
553385.6602;4175509.8898;300
553938.4958;4178298.4173;300
554000.8260;4177793.9861;300
553317.7399;4175382.9642;300
553326.8106;4175343.0797;300
553927.5341;4177442.0054;300
553906.3884;4177415.0164;300
552912.2907;4182019.5927;300
553280.9415;4175212.9683;300
553859.0539;4177242.7291;300
553859.6118;4177157.2986;300
552809.7366;4182124.0078;300
553810.8507;4177068.2175;300
553224.6885;4175052.8330;300
553823.4827;4177022.8090;300
553822.6017;4177022.8032;300
553168.4190;4174894.9171;300
553764.5316;4176834.1365;300
553780.2275;4176913.4596;300
552645.2948;4182281.3972;300
552527.3817;4182420.3353;300
553717.6377;4176633.7820;300
553706.4286;4176595.9849;300
553677.7619;4176492.0569;300
553667.6604;4176487.1092;300
553685.3976;4176564.4482;300
553056.4819;4181876.9458;300
553622.1111;4176282.5479;300
553187.0858;4175007.0999;300
553573.9041;4176106.9286;300
553543.2282;4176081.2102;300
553524.4428;4175947.7225;300
553508.3686;4175939.6296;300
553487.7706;4175800.1388;300
553464.8517;4175801.0998;300
553748.2636;4180800.9602;300
553471.2874;4181057.0149;300
553136.0644;4181389.3719;300
553473.7925;4181078.1124;300
552745.2237;4181775.0876;300
