548751.260644;4174957.488374;300
552671.014077;4174061.425562;300
553936.368175;4174223.336025;300
546475.811175;4182035.406412;300
546034.227480;4179912.854370;300
553530.983450;4181784.207800;300
553394.931300;4181919.520800;300
553133.090883;4182195.952217;300
553254.317450;4182052.837050;300
552951.152600;4182291.835560;300
553658.731300;4181660.382133;300
553745.307525;4180788.319900;300
552209.483450;4175641.795183;300
549384.431600;4176044.838200;300
552662.010340;4184097.514860;300
547389.932400;4181246.013800;300
547201.262025;4181224.875675;300
547012.530600;4181221.993250;300
546824.841450;4181210.050700;300
546636.183650;4181197.996000;300
546476.845267;4181181.857867;300
546155.859400;4181168.439800;300
545967.199400;4181156.511350;300
545778.495400;4181144.476100;300
545590.185400;4181132.780150;300
545400.622175;4181120.693375;300
545118.618800;4181103.000200;300
544918.334900;4181090.421950;300
544526.307750;4181065.326300;300
544269.016300;4181049.460150;300
543987.514100;4181031.974900;300
543703.946600;4181013.489800;300
547681.356375;4181243.701475;300
543127.349350;4180974.945950;300
548835.003833;4184191.020200;300
548902.601300;4183795.742750;300
553005.254525;4183698.845675;300
552490.980350;4183544.235450;300
549607.818250;4183163.838775;300
552086.392914;4183404.137286;300
548994.855100;4184168.342671;300
549986.409733;4184351.050600;300
551589.257167;4184544.536633;300
550852.475850;4184440.165100;300
551905.262700;4184642.055933;300
550074.587400;4176758.928100;300
553855.462857;4179424.150557;300
553879.910183;4179145.203250;300
553965.949918;4178850.259245;300
553960.722767;4178568.106467;300
553948.165100;4178294.985550;300
553622.959729;4176285.628457;300
553448.944375;4181483.793600;300
553381.599600;4175529.990480;300
554006.564275;4177802.317450;300
553913.917889;4177446.292900;300
552931.994567;4182018.350867;300
553238.236392;4175210.372317;300
552784.414300;4182118.020400;300
553205.887150;4175029.966450;300
553755.821437;4176881.124050;300
552657.694220;4182267.451980;300
553680.768870;4176502.550480;300
553051.541267;4181864.709033;300
553558.566150;4176094.069400;300
553517.185287;4175949.159450;300
553476.311150;4175800.619300;300
553134.031850;4181397.292000;300
552751.660350;4181794.434850;300
552461.933500;4182061.259050;300
553330.261622;4181207.744061;300
552957.312500;4181187.393850;300
552537.857933;4181615.615633;300
552659.732600;4181469.490933;300
552416.830750;4181721.508100;300
552245.689467;4181863.754533;300
553086.344033;4181064.843600;300
547187.899200;4181439.853300;300
547067.030100;4181871.501878;300
547214.738080;4180845.821980;300
547175.594150;4181643.214675;300
552458.830500;4181266.198750;300
547244.948750;4178954.343550;300
552144.385950;4181210.777700;300
552270.810900;4181085.258150;300
551878.609667;4181476.923300;300
551727.410360;4181640.202410;300
552682.073967;4180665.920800;300
546946.125325;4182056.755875;300
547037.126825;4180816.518475;300
552351.252950;4180622.426100;300
552215.409250;4180731.962850;300
551971.991900;4181008.695350;300
552096.418850;4180871.898750;300
551809.703750;4181144.867250;300
551683.646200;4181278.606667;300
551535.113225;4181430.694912;300
552525.518075;4180465.315300;300
547012.653867;4179767.646150;300
547006.252040;4179556.315540;300
547028.384533;4179359.782367;300
547041.928160;4179151.631680;300
546994.357660;4179973.850480;300
547057.290800;4178943.339800;300
547070.105350;4178735.543850;300
547035.513700;4178525.924075;300
555058.362767;4186404.143267;300
555444.631150;4186609.380400;300
547001.508800;4178298.056100;300
551607.096025;4180664.525300;300
551745.821750;4180526.176500;300
551470.644650;4180799.062700;300
551328.837925;4180931.599475;300
551152.302553;4181029.685053;300
555268.427150;4186957.315450;300
546658.582850;4177660.963050;300
546624.687925;4177453.929200;300
546635.858875;4177270.255925;300
549514.464060;4180108.394240;300
550288.477592;4180176.830133;300
549697.873475;4180160.459100;300
549901.525000;4180165.296050;300
550097.303850;4180182.905150;300
546450.685850;4178672.226900;300
546461.841700;4178490.328300;300
546473.579250;4178283.468750;300
546659.147150;4176704.671500;300
546356.602450;4179102.912750;300
546430.225933;4179228.721867;300
546369.048367;4178933.984067;300
551941.374075;4179963.152625;300
550327.304850;4179839.242475;300
550524.139400;4179858.199550;300
550723.105200;4179874.234200;300
551689.257100;4179953.855900;300
551117.550487;4179921.316625;300
552165.068120;4180009.845960;300
551479.678660;4179942.402740;300
550917.839750;4179890.691325;300
546356.721450;4177859.806150;300
546374.434150;4177663.243400;300
550337.561600;4179652.571000;300
548525.644833;4179489.585833;300
549740.127270;4179612.839100;300
552878.651100;4179907.035750;300
550362.068400;4179487.234150;300
553073.211667;4179639.926433;300
549766.399350;4179431.079225;300
549503.904850;4179438.152600;300
550551.518700;4179501.542050;300
550752.343050;4179517.533200;300
549244.008550;4179393.767650;300
551136.061633;4179578.377667;300
549960.323250;4179452.446000;300
553434.010200;4179668.739050;300
550156.084350;4179468.502800;300
553262.734650;4179654.426700;300
