25,50,60.0,0.08484894032767172,0.0,13371,1129,12177,517,612,608,0.0,0.0,0.3945841392649903,-1,0.5996131528046421
25,50,120.0,0.1516169990290537,0.0,13505,2030,11359,1097,933,927,0.0,0.0,0.31814038286235186,-1,0.6791248860528715
25,50,200.0,0.20993262169732757,0.0,13421,2773,10436,1651,1122,1118,0.0,0.0,0.28043609933373714,-1,0.7189582071471835
25,50,240.0,0.24243100498400655,0.0,13711,3259,10184,2166,1093,1091,0.0,0.0,0.2548476454293629,-1,0.7446906740535549
25,50,600.0,0.4981894990947495,0.0,13776,6604,6652,5308,1296,1289,0.0,0.0,0.1983798040693293,-1,0.8004898266767144
25,50,1200.0,0.7643332029722331,0.0,13511,9772,3013,8411,1361,1353,0.0,0.0,0.1631197241707288,-1,0.8393770063012721
25,50,2400.0,0.9564708635619003,0.0,13780,12261,558,10875,1386,1384,0.0,0.0,0.14381609195402298,-1,0.8604137931034482
25,50,3600.0,0.992608660721459,0.0,13440,12355,92,11037,1318,1318,0.0,0.0,0.14179577783818068,-1,0.861647186735526
25,50,5000.0,0.999199807953909,0.0,13493,12487,10,11139,1348,1347,0.0,0.0,0.14956459287189156,-1,0.8536672950893258
35,50,60.0,0.09379926431949553,0.0,15299,1428,13796,605,823,818,0.0,0.0,0.456198347107438,-1,0.540495867768595
35,50,120.0,0.14284774745149623,0.0,15349,2172,13033,1143,1029,1025,0.0,0.0,0.3429571303587052,-1,0.6535433070866141
35,50,200.0,0.20739054759673317,0.0,15202,3098,11840,1919,1179,1178,0.0,0.0,0.28400208441896824,-1,0.7144346013548724
35,50,240.0,0.2444385240442254,0.0,15278,3670,11344,2378,1292,1287,0.0,0.0,0.2531539108494533,-1,0.7460050462573591
35,50,600.0,0.48782147230915773,0.0,15276,7170,7528,5777,1393,1391,0.0,0.0,0.1971611563095032,-1,0.8045698459407997
35,50,1200.0,0.752311939268461,0.0,15307,10901,3589,9371,1530,1528,0.0,0.0,0.1699925301461957,-1,0.8324618503894995
35,50,2400.0,0.9473056413134998,0.0,15262,13501,751,11970,1531,1530,0.0,0.0,0.1402673350041771,-1,0.8624895572263993
35,50,3600.0,0.9912666856006817,0.0,15095,13961,123,12439,1522,1518,0.0,0.0,0.14735911246884797,-1,0.8551330492804888
35,50,5000.0,0.9992217898832685,0.0,15219,14124,11,12638,1486,1483,0.0,0.0,0.1428232315239753,-1,0.8587592973571768
50,50,60.0,0.0930505163271002,0.0,17993,1667,16248,719,948,946,0.0,0.0,0.4603616133518776,-1,0.5368567454798331
50,50,120.0,0.14375745188213251,0.0,17786,2532,15081,1232,1300,1299,0.0,0.0,0.3814935064935065,-1,0.6185064935064936
50,50,200.0,0.19920250640843065,0.0,17835,3497,14058,2071,1426,1422,0.0,0.0,0.2771607918879768,-1,0.7223563495895703
50,50,240.0,0.2443382972745153,0.0,18130,4348,13447,2913,1435,1426,0.0,0.0,0.25197391005835906,-1,0.7459663577068314
50,50,600.0,0.5189382987335917,0.0,18012,8974,8319,7225,1749,1746,0.0,0.0,0.182560553633218,-1,0.8175778546712803
50,50,1200.0,0.7800611107782638,0.0,17691,13020,3671,11253,1767,1765,0.0,0.0,0.1531147249622323,-1,0.847862792144317
50,50,2400.0,0.9538815829343676,0.0,17718,15740,761,13998,1742,1736,0.0,0.0,0.13837691098728389,-1,0.8634804972138876
50,50,3600.0,0.9918257756563246,0.0,18005,16623,137,14900,1723,1715,0.0,0.0,0.13053691275167786,-1,0.8722818791946308
50,50,5000.0,0.9994575372189741,0.0,17932,16582,9,14891,1691,1689,0.0,0.0,0.12826539520515748,-1,0.8741521724531597
75,50,60.0,0.09393425049133465,0.0,22511,2103,20285,954,1149,1146,0.0,0.0,0.4643605870020964,-1,0.5314465408805031
75,50,120.0,0.13356630661704638,0.0,22222,2943,19091,1690,1253,1249,0.0,0.0,0.31301775147928995,-1,0.6846153846153846
75,50,200.0,0.21381756150116718,0.0,22602,4763,17513,2983,1780,1778,0.0,0.0,0.2732148843446195,-1,0.7274555816292323
75,50,240.0,0.2426447326795318,0.0,22532,5369,16758,3552,1817,1813,0.0,0.0,0.23620495495495494,-1,0.7629504504504504
75,50,600.0,0.5180335507921715,0.0,22289,11117,10343,9147,1970,1966,0.0,0.0,0.15447687766480814,-1,0.845741773258992
75,50,1200.0,0.7746544858280627,0.0,22587,16535,4810,14202,2333,2328,0.0,0.0,0.14821856076608927,-1,0.8527672158850866
75,50,2400.0,0.9569318723201524,0.0,22386,20086,904,17775,2311,2309,0.0,0.0,0.1348523206751055,-1,0.8666666666666667
75,50,3600.0,0.9936178319679939,0.0,22477,20862,134,18621,2241,2236,0.0,0.0,0.12840341549863057,-1,0.8732076687610762
75,50,5000.0,0.9995691924752286,0.0,22363,20882,9,18699,2183,2178,0.0,0.0,0.13225306166105139,-1,0.869832611369592
100,50,60.0,0.09494858515349396,0.0,26796,2530,24116,1157,1373,1369,0.0,0.0,0.3923941227312014,-1,0.6058772687986171
100,50,120.0,0.14798995916226443,0.0,26945,3950,22741,2008,1942,1932,0.0,0.0,0.34860557768924305,-1,0.649402390438247
100,50,200.0,0.2246714232069095,0.0,27028,5983,20647,3739,2244,2236,0.0,0.0,0.26397432468574483,-1,0.7357582241240973
100,50,240.0,0.24776356018570944,0.0,26978,6564,19929,4544,2020,2015,0.0,0.0,0.2262323943661972,-1,0.7722271126760564
100,50,600.0,0.5271007918812947,0.0,27014,13712,12302,11046,2666,2658,0.0,0.0,0.18495382944052147,-1,0.8152272315770415
100,50,1200.0,0.7820985975680821,0.0,27139,20132,5609,17468,2664,2660,0.0,0.0,0.15336615525532402,-1,0.8477215479734371
100,50,2400.0,0.9556855202731875,0.0,27123,24348,1129,21663,2685,2685,0.0,0.0,0.12514425518164612,-1,0.8759636246133962
100,50,3600.0,0.992403967254408,0.0,27207,25215,193,22522,2693,2690,0.0,0.0,0.1368883758103188,-1,0.864488056122902
100,50,5000.0,0.9991697964024511,0.0,27170,25274,21,22597,2677,2674,0.0,0.0,0.12492808779926538,-1,0.8762667610744789
