50,240.0,0.9619945496059512,0.03337893296853625,27257,26122,1032,18275,7847,7846,0.9750401960033688,0.9670588235294117,6.566347469220246E-4,1
50,240.0,0.9640396448178034,0.06019248545484204,27252,26165,976,18391,7774,7774,0.9535639212688706,0.9392093959001686,0.0017399815126964277,2
50,240.0,0.9639260483992184,0.08272560262762345,26689,25652,960,17963,7689,7685,0.9343131139872135,0.9146579079218393,0.003284529310248845,3
50,240.0,0.9597327821657932,0.10534108357095855,27217,26003,1091,18236,7767,7764,0.9170480329192785,0.8924106163632376,0.0026869927615705198,4
50,240.0,0.9589837201505048,0.12023313905079101,26954,25742,1101,18015,7727,7724,0.9043586356926424,0.8768803774632251,0.0036636136552872607,5
50,240.0,0.9643409710454579,0.20182483745834015,27249,26178,968,18303,7875,7873,0.837229734891894,0.7928208490411408,0.006119215429164618,10
50,240.0,0.9648719753955608,0.2710254721124286,27091,26039,948,18216,7823,7820,0.7791773877645071,0.7215634606938954,0.008563899868247694,15
50,240.0,0.9618609177333632,0.31758223409584235,26829,25699,1019,17967,7732,7732,0.7379664578388264,0.6731786052206824,0.010185339789614292,20
50,240.0,0.9576711606537621,0.380502614268848,26659,25430,1124,17787,7643,7639,0.6850570192685804,0.6065665935795805,0.014055208860403666,25
50,240.0,0.9631878982078319,0.49180868609125894,26948,25851,988,18190,7661,7661,0.5824146067850373,0.48653106102253985,0.022264980758658605,40
50,240.0,0.9652828802351212,0.5084024443474465,27322,26275,945,18328,7947,7943,0.5709609895337774,0.4728830205150589,0.019969445656918376,45
50,240.0,0.9627573529411765,0.5364003492687186,27307,26187,1013,18324,7863,7861,0.5452323672051018,0.4441170050207378,0.020301244269810084,50
50,240.0,0.9596556692651569,0.6596768839216555,27153,25975,1092,18074,7901,7897,0.4383060635226179,0.3091733982516322,0.031592342591568,75
50,240.0,0.957354253420583,0.7310230108123094,27011,25749,1147,18035,7714,7713,0.37512136393646356,0.23465483781535904,0.03520931522040477,100
50,240.0,0.9629107109708558,0.7802077037199846,27032,25936,999,18199,7737,7735,0.3288093769278223,0.17786691576460245,0.04296939392274301,125
50,240.0,0.9568685376661743,0.8177469899389741,27169,25912,1168,18189,7723,7722,0.296928064217351,0.1392050140194623,0.04392764857881137,150
50,240.0,0.9647822057460612,0.86147495872317,27059,26025,950,18170,7855,7853,0.2558693563880884,0.086020913593836,0.053439735828288384,200
50,240.0,0.962818579677099,0.8903011128082042,27286,26180,1011,18332,7848,7845,0.22402597402597402,0.05465852061968143,0.05602225616408466,250
50,240.0,0.9651651430256561,0.9224100327153762,27249,26183,945,18340,7843,7842,0.10835274796623763,0.00801526717557252,0.07001090512540895,500
50,240.0,0.9639810779602935,0.9275330028407508,26936,25880,967,17953,7927,7926,0.010780525502318393,1.6710299114354148E-4,0.07391522308249318,750
50,240.0,0.9621989295272079,0.9256266947042222,27024,25887,1017,18071,7816,7816,0.0,0.0,0.07498201538376405,1000
